PCID,SMILES,Avg_T_half,Sem_T_half,Norm_T_half,Norm_Sem_T_half,Feature,Docking,Close,Loose
102563194,O=S1C(C)CN(C(CSc2ccc(C)cc2)=O)c3ccccc13,17.55566667,0.055666667,0.908051724,0.005354968,"[-0.007696561515331268, -1.055297613143921, 2.146705389022827, 1.4894100427627563, 0.7395346164703369, -2.205540657043457, -1.0663915872573853, -0.8764283657073975, 0.9494808912277222, 2.2165944576263428, 0.42037302255630493, 3.5444493293762207, 0.6320955753326416, -0.04389989376068115, 1.8488143682479858, 1.561955451965332, -1.8752717971801758, 0.6744465827941895, 1.4101204872131348, -0.2531048655509949, -0.9671103358268738, 1.4250013828277588, -0.43941760063171387, -1.7414758205413818, -0.40367549657821655, 0.6814851760864258, -2.6768925189971924, -0.47299376130104065, -0.07403403520584106, -0.4538545310497284, 0.530011773109436, -0.33285486698150635, 0.9022019505500793, -0.07328638434410095, 0.0782766193151474, -0.15017980337142944, 0.4151153564453125, -0.18190684914588928, -0.02792821079492569, -0.10350058227777481, 0.406127005815506, 0.31105732917785645, -0.693196177482605, 0.4310205578804016, -0.3533020615577698, -0.4799710512161255, -0.24139180779457092, 0.029616618528962135, -0.7115432620048523, -0.48050981760025024, 0.08571262657642365, -0.1544552743434906, 0.152006596326828, -0.2912614941596985, 0.18189065158367157, -0.15702515840530396]",0,1,0
4886360,Oc(cc1)cc2c1occ(/C=C3C(NN(c4ccccc4)C/3=O)=O)c2=O,27.77766667,5.281325128,1,0.404930269,"[1.8122189044952393, -3.9365458488464355, -2.97473406791687, 2.02047061920166, 0.9122291207313538, 1.7092424631118774, -3.893420696258545, 4.465560436248779, 0.9167226552963257, -2.033224105834961, 0.7637802958488464, 1.0740405321121216, -3.1326711177825928, -3.0315635204315186, 0.6288355588912964, -2.08596134185791, 2.110506057739258, -0.9356735348701477, -0.8196186423301697, 3.6041653156280518, 0.4371330142021179, 0.429756224155426, 1.0925027132034302, 0.87288898229599, -3.76550555229187, 1.801517128944397, 0.07998636364936829, -0.9405213594436646, -1.4103809595108032, -0.6946954727172852, 0.3739054203033447, -0.16543810069561005, 6.49920654296875, -0.5868800282478333, 0.17134220898151398, 0.37578603625297546, -0.24702022969722748, -0.09421632438898087, 0.7397852540016174, -0.463208943605423, 0.40652021765708923, 0.013919830322265625, 0.13375301659107208, 0.9890273213386536, 0.04418791085481644, -0.5782876014709473, 0.19786670804023743, -0.12991087138652802, 0.20748800039291382, -0.7925258874893188, -0.43795692920684814, 1.3618427515029907, 0.1005004271864891, -0.004118070006370544, -0.01431521400809288, -0.2075800895690918]",1,1,0
4887184,Clc(cc1)cc2c1occ(/C=C3C(NN(c4ccccc4)C/3=O)=O)c2=O,69.167,,5.253056885,,"[1.3864015340805054, -2.688776969909668, -2.0681958198547363, 0.8724450469017029, 0.7888988852500916, 1.6323282718658447, -4.476375579833984, 5.08217191696167, 0.9197385311126709, -2.105713367462158, 1.7408088445663452, 1.994789481163025, -4.31224250793457, -3.124619245529175, 1.1178220510482788, -1.9569675922393799, 0.6560165882110596, -1.9576530456542969, -2.5526583194732666, 3.203298568725586, -0.02834305912256241, -1.9319747686386108, 0.681765615940094, 0.6038672924041748, -3.6705944538116455, 0.20427514612674713, -0.8719201683998108, -0.7117716073989868, -1.3543187379837036, -0.683117151260376, 0.25355443358421326, -0.3157053291797638, 6.541180610656738, -0.6131247878074646, 0.12287817895412445, 0.4298038184642792, -0.29406988620758057, -0.23101601004600525, 0.7486703991889954, -0.5210981369018555, 0.5597826838493347, 0.02554406225681305, 0.029783323407173157, 1.0062596797943115, 0.04384846240282059, -0.6624559760093689, 0.2883979082107544, -0.15737228095531464, 0.3315258324146271, -0.8550072908401489, -0.42590320110321045, 1.3222459554672241, 0.16016638278961182, 0.025805771350860596, 0.10762336850166321, -0.2243880331516266]",1,1,0
4971854,COc(cc1)cc2c1occ(/C=C3C(NN(c4ccccc4)C/3=O)=O)c2=O,12.72233333,0.547051592,0.974468302,0.042717523,"[2.2563443183898926, -3.820466995239258, -1.6174341440200806, 1.904359221458435, 0.5794221758842468, 1.2923115491867065, -4.289859294891357, 5.00901985168457, 0.7693103551864624, -2.2724781036376953, 1.0511795282363892, 1.4339652061462402, -3.663320302963257, -2.05265474319458, 0.3152124583721161, -1.8139760494232178, 2.118690013885498, 0.45992395281791687, -1.5881932973861694, 3.254032611846924, 0.9305004477500916, 0.18202733993530273, 0.797717273235321, 1.0615956783294678, -3.5586118698120117, 1.8382031917572021, 0.8351366519927979, -1.774491310119629, -1.3804460763931274, -0.6803841590881348, 0.4824429452419281, -0.004260363057255745, 6.284792900085449, -0.5579632520675659, 0.22221243381500244, 0.2868782877922058, -0.10351654887199402, -0.18919900059700012, 0.8487771153450012, -0.4458986818790436, 0.23639824986457825, 0.07076318562030792, 0.18576602637767792, 0.9205833077430725, -0.06012343615293503, -0.5329757928848267, 0.21768638491630554, -0.08323370665311813, 0.15072956681251526, -0.7610749006271362, -0.47840452194213867, 1.3009175062179565, 0.15832215547561646, 0.11090505123138428, -0.09099666774272919, -0.27235645055770874]",1,1,0
1974443,OC1=NN(c2ccccc2)C(/C1=C/c(coc3c4cc(OC)cc3)c4=O)=O,13.55566667,0.200154385,1.038297546,0.017703987,"[1.4589653015136719, -2.7733218669891357, -1.2359023094177246, 3.5086989402770996, -0.30566132068634033, -1.0613666772842407, -2.975921392440796, 1.592523455619812, 2.977585554122925, -0.38304275274276733, 0.05755491182208061, 4.1435322761535645, -1.1624677181243896, -3.098489999771118, 2.019613027572632, -3.2413697242736816, 2.938903570175171, 2.76027250289917, -0.9211783409118652, 0.6484565734863281, -0.6509115099906921, 1.9235352277755737, -1.2571617364883423, 1.3131095170974731, -1.8570160865783691, 1.0946552753448486, -0.3057154715061188, -2.793658971786499, 1.1580535173416138, -0.677345871925354, 0.33485329151153564, 0.155619814991951, -5.4574737548828125, -0.45411503314971924, 0.2809390425682068, 0.28934362530708313, -0.178682342171669, -0.2356925904750824, 0.6069879531860352, -0.5519155263900757, 0.5812865495681763, 0.1733250617980957, 0.5604150295257568, 0.5593065619468689, -0.7443014979362488, -0.18201692402362823, 0.5883317589759827, 0.10832717269659042, -0.13204781711101532, -0.49244940280914307, -0.6117725372314453, -1.3169238567352295, 0.2351839542388916, 0.43139463663101196, -0.04434601590037346, -0.40803709626197815]",1,1,0
13779706,CC1=NN(c2ccccc2)C(/C1=C/c(coc3c4cccc3)c4=O)=O,13.05533333,0.364369928,0.999974468,0.029182622,"[-0.41859304904937744, -3.313072443008423, -1.4528788328170776, 3.7486495971679688, 0.9681494832038879, -1.0120134353637695, -1.9150148630142212, 3.6053807735443115, 3.5320093631744385, 0.5298465490341187, 0.5921668410301208, 3.307075262069702, -1.9886558055877686, -1.992945909500122, 1.6032096147537231, -0.9530893564224243, 2.1162168979644775, 2.956265687942505, -1.1538423299789429, -0.8299275040626526, 0.23112967610359192, 1.740657925605774, 0.15497544407844543, 0.9067811965942383, -1.8249131441116333, 0.5875696539878845, -1.4902878999710083, -2.4327611923217773, 1.3355026245117188, -0.5160360336303711, -0.048809170722961426, 0.15897588431835175, -6.037108421325684, -0.7336875796318054, 0.23505403101444244, 0.23332035541534424, -0.1818741410970688, -0.20618954300880432, 0.35168126225471497, -0.5293737649917603, 0.8031975626945496, 0.1584804356098175, 0.40471476316452026, 0.4230120778083801, -0.5677922368049622, -0.2328317016363144, 0.4895460307598114, 0.03812991827726364, 0.1720542013645172, -0.5038028955459595, -0.26224464178085327, -1.462138295173645, 0.18115630745887756, 0.5074038505554199, 0.019288990646600723, -0.2671380937099457]",1,1,0
1937038,CC1=C(C(N(N1C)c2ccccc2)=O)/N=C/c(coc3c4cccc3)c4=O,14.38866667,0.055666667,1.102101259,0.010320238,"[-1.5652365684509277, -2.0559284687042236, -5.227604389190674, -0.9578520655632019, 1.2286622524261475, -1.4317463636398315, -0.9935551881790161, 2.3460960388183594, 3.5513298511505127, 4.856092929840088, 1.453035593032837, 1.3989180326461792, -0.7501657605171204, -2.1387689113616943, 1.1371793746948242, 0.0843925029039383, -0.41264843940734863, 1.5630451440811157, 1.128132700920105, 1.212828278541565, 0.5036276578903198, 1.2029467821121216, 0.9299288392066956, 1.2013561725616455, -3.88916277885437, 0.014465553686022758, -0.053193096071481705, -0.47767481207847595, 1.1822819709777832, -0.7028630971908569, -0.06669792532920837, 0.4780915081501007, -4.565452575683594, -0.7171403765678406, 0.5555956363677979, 0.4363490045070648, -0.12407520413398743, 0.15005341172218323, 0.1080356240272522, -0.4776844084262848, 0.6849014759063721, 0.3618370294570923, 0.28594672679901123, 0.41718995571136475, -0.31253933906555176, -0.35358113050460815, 0.40289974212646484, 0.40936461091041565, 0.06922838091850281, -0.33644312620162964, -0.17478156089782715, -1.3051307201385498, 0.18552324175834656, 0.7024561762809753, 0.205019012093544, -0.28577080368995667]",1,1,0
75406945,CC1CC1C(=O)NCCC(=O)N(C)C1C2CC3CC(C2)CC1C3,16.41666667,0.583333333,1,0.04812122,"[0.37188154458999634, 2.5776748657226562, -0.20733770728111267, 0.8542880415916443, 0.6544849276542664, 3.5306780338287354, -1.4863557815551758, -0.18800398707389832, 0.006840994581580162, 0.0024664849042892456, 4.896568775177002, 0.2231847196817398, 2.387382984161377, 2.002713918685913, 1.0843387842178345, -0.43720269203186035, -0.12804913520812988, -1.115523338317871, -0.6148381233215332, -0.39712727069854736, 1.5683711767196655, -1.2725876569747925, 1.281875491142273, -1.2536665201187134, 2.446918487548828, 1.3303076028823853, -0.6627646684646606, 0.5913528800010681, 0.2097007930278778, -0.3331233263015747, 0.19058403372764587, -0.2008475959300995, -1.5251550674438477, -0.06708721816539764, 0.06050027906894684, 0.29861411452293396, 0.296369343996048, -0.5800064206123352, -0.31120216846466064, -0.3969559967517853, 0.12449491024017334, 0.06552000343799591, 0.1132197380065918, 0.27682727575302124, 0.35754773020744324, -0.3601718842983246, 0.2809674143791199, 0.12045399099588394, 0.3640945255756378, 0.42932048439979553, -0.4182025194168091, -0.260347843170166, -0.12111134082078934, 0.22712603211402893, -0.152190163731575, 0.3277069330215454]",1,0,0
56720691,Cc1ncc2CNCCc2c1-c1noc(n1)-c1ccc2[nH]c(=O)[nH]c2c1,15.91666667,0.083333333,0.969543147,0.031869366,"[-1.3388701677322388, -0.41568031907081604, 2.3585236072540283, 3.0911455154418945, 3.855811834335327, 0.4761550724506378, -0.030548542737960815, -0.27918192744255066, -0.8384457230567932, -1.3081721067428589, -2.0040366649627686, -0.39832261204719543, 1.8980633020401, 0.2552257776260376, 2.251603364944458, -2.432558536529541, -1.018591046333313, 0.004939667880535126, -0.9830992221832275, -1.8940531015396118, -0.6394930481910706, 0.7040630578994751, -0.4204537570476532, 0.2659812867641449, 0.10472804307937622, 0.22560584545135498, 0.2917543947696686, 1.0961922407150269, -0.17067551612854004, -0.3783872425556183, 0.24509067833423615, 0.722832441329956, 0.22594323754310608, 0.09372971951961517, 0.39716798067092896, 0.5120413899421692, -0.48510342836380005, 0.14030253887176514, 0.07866677641868591, -0.29903271794319153, -0.1299513876438141, 0.05259622633457184, -0.22067585587501526, 0.32465365529060364, 0.11409912258386612, -0.4801388382911682, -0.24079963564872742, 0.5620262622833252, -0.003201935440301895, -0.1062602698802948, 0.45197200775146484, -0.02601289004087448, -0.15115761756896973, 0.4819773733615875, -0.5558393001556396, 0.06724494695663452]",1,0,0
70747136,Fc1cc(F)c2nc([nH]c2c1)-c1cn(nn1)C1CCNCC1,17.66666667,0,1.076142132,0.034921734,"[-2.4832870960235596, -1.8597092628479004, -1.1062206029891968, 0.6060759425163269, 4.838281631469727, -0.7778856754302979, 1.3520355224609375, 0.7869001030921936, -1.0562968254089355, -3.211266040802002, -0.2974357008934021, -1.6039385795593262, -0.9243025779724121, 1.2926239967346191, 0.24397657811641693, -4.428045749664307, -0.9016127586364746, -2.15246319770813, 2.8497653007507324, 0.14129014313220978, -2.9855265617370605, -1.0433850288391113, -5.39417839050293, -2.2648417949676514, -0.5893150568008423, -1.0610244274139404, 0.0690133273601532, 2.4435031414031982, 0.2153259962797165, -0.33309197425842285, 0.017524980008602142, 0.001321820542216301, 0.6619765162467957, -0.054998647421598434, 0.4936522841453552, 0.7539492845535278, 0.4699571132659912, -0.4778505861759186, -0.18265306949615479, -0.22186779975891113, 0.6622607707977295, 0.4340646266937256, 0.26208072900772095, 0.43633317947387695, 0.5378467440605164, 0.03511252999305725, 0.42327645421028137, 0.06855542957782745, -0.11366307735443115, 0.3678528964519501, 0.5673345327377319, -0.11516620218753815, 0.1643209457397461, -0.31126540899276733, -0.1075129359960556, 0.20443856716156006]",1,0,0
42950539,Cc1ccccc1CCNC(c1cccc(c1)C#N)P(O)(O)=O,17.83333333,0,1.086294416,0.035251184,"[-1.9133706092834473, 1.048084020614624, 0.273742139339447, -5.497668266296387, 1.8758676052093506, 1.8804163932800293, 1.376371145248413, -1.7750859260559082, 3.6570818424224854, 0.6120787858963013, -2.349027156829834, 0.5211732983589172, -1.8376619815826416, -3.158933401107788, -2.496873140335083, -1.6582703590393066, 1.3112331628799438, -1.594907283782959, 1.6101913452148438, 2.2740399837493896, -0.05803409963846207, 3.2712535858154297, 2.0975868701934814, 0.83094722032547, -2.602750301361084, 0.2559018135070801, -0.43475350737571716, -2.866694211959839, 0.11499148607254028, -0.8899866342544556, -0.14647364616394043, 0.3462180197238922, 0.4364432692527771, -0.3977835774421692, -0.02528265118598938, 0.4281516969203949, 0.059501223266124725, -0.20784330368041992, 0.24492433667182922, -0.16263051331043243, -0.5432384014129639, 0.36761021614074707, 0.0006105825304985046, -0.059263989329338074, 0.10807351022958755, 0.036784082651138306, 0.302873432636261, 0.07217861711978912, 0.006945546716451645, 0.03370536118745804, -0.10867281258106232, -0.02830129861831665, -0.22808945178985596, -0.08236029744148254, -0.27725669741630554, 0.0828290730714798]",1,0,0
16397237,C[C@]12CCC3C(CC[C@H]4CC(O)CC[C@]34C)C1CC(N)C2O |r|,18.5,0,1.193548387,0.008284217,"[-0.6152694225311279, -4.02707052230835, 0.4232267737388611, 3.0945165157318115, 1.4700310230255127, 0.06573626399040222, -0.057687073945999146, -1.7920341491699219, 1.1451445817947388, 2.866565465927124, -1.087262749671936, 1.7040120363235474, 7.140627861022949, -2.769796848297119, 1.3630481958389282, -2.9533133506774902, -0.38531431555747986, 0.15989676117897034, 0.9814828634262085, 1.3066025972366333, 0.7689123153686523, 3.1583752632141113, 2.319404363632202, -2.378133773803711, 1.5081127882003784, -5.177582740783691, -0.306430459022522, 0.794330358505249, -1.6485532522201538, -0.6090824007987976, 0.3749829828739166, 0.22145923972129822, 6.087343215942383, -0.13230246305465698, 0.29170262813568115, -0.5257910490036011, -0.028645068407058716, -0.3440695106983185, 0.10064190626144409, -0.48190703988075256, 0.36245912313461304, -0.060047075152397156, 0.01744261384010315, 0.314910888671875, 0.006397254765033722, -1.0442264080047607, -0.3488302528858185, 0.0803903266787529, -0.293569952249527, 0.24616527557373047, -0.20797409117221832, 1.4948118925094604, 0.10152795165777206, 0.027793623507022858, 0.10772551596164703, 0.32846683263778687]",1,0,0
5299058,Fc1ccc(OCc2nnn[nH]2)c(Cl)c1,20.33333333,0.666666667,1.033898305,0.038159863,"[-2.0789458751678467, -2.0395286083221436, -0.49157607555389404, 0.07794846594333649, -1.6602224111557007, 0.45344388484954834, -0.40266090631484985, -1.12306809425354, 0.34471362829208374, -2.2423834800720215, -0.1391766369342804, 3.3844540119171143, -3.0047242641448975, 1.0860497951507568, -3.4840316772460938, -1.6898701190948486, 1.8012173175811768, -2.450864553451538, 2.3890888690948486, -2.440911293029785, 1.2799452543258667, -3.347259044647217, -1.9830671548843384, -2.8942904472351074, -3.8183364868164062, -2.6700263023376465, -1.6062746047973633, 1.5613069534301758, 0.10769191384315491, -0.32859447598457336, 0.3457988500595093, 0.20935259759426117, -0.03255375847220421, -0.03770499303936958, 0.45098602771759033, 0.31579509377479553, 0.1862534135580063, -0.365610808134079, -0.05051618069410324, -0.25691932439804077, 0.1680126190185547, 0.36626553535461426, 0.4838278889656067, 0.4153520464897156, 0.23598313331604004, -0.29627570509910583, 0.43508103489875793, -0.325223833322525, -0.13123548030853271, 0.5494844913482666, -0.29335683584213257, 0.03258247673511505, -0.24854743480682373, 0.20159223675727844, -0.09646616876125336, -0.23094817996025085]",0,0,1
5345856,Brc1ccc(\C=C2/C(=O)NN(C2=O)c2ccccc2)o1,60.91666667,5.083333333,3.097457627,0.26375231,"[-0.0633641928434372, -1.409441590309143, -3.4910640716552734, 2.1998467445373535, -1.0895735025405884, -1.107900619506836, -3.2264866828918457, 2.6697471141815186, 4.056944847106934, 0.669772744178772, -1.1460657119750977, 3.0948147773742676, -2.5886077880859375, 0.3153250515460968, 2.1016623973846436, -0.19078046083450317, 3.9091227054595947, -0.8017997741699219, -0.5607351064682007, -0.03948819637298584, -1.1950702667236328, -1.7563272714614868, 2.6046812534332275, -0.31427109241485596, -4.787254810333252, -1.215223789215088, 0.3197675943374634, 1.1989299058914185, 1.271363377571106, -0.19823512434959412, 0.5457996129989624, -0.22393406927585602, -6.688534736633301, -0.5483920574188232, 0.16771750152111053, 0.04570392519235611, 0.10603310167789459, 0.2300492227077484, -0.04943491891026497, -0.14185389876365662, -0.24077850580215454, -0.026571720838546753, 0.042252346873283386, 0.5261962413787842, -0.7056633234024048, -0.38926392793655396, 0.316172331571579, -0.08906178921461105, -0.3507603704929352, -0.09187722206115723, -0.1781480759382248, -1.3391367197036743, 0.27349594235420227, 0.3569031357765198, -0.08457277715206146, 0.2853521704673767]",0,0,1
6538498,OC1=NN(C(=O)\C1=C\c1ccccn1)c1ccccc1,22.66666667,0.833333333,1.152542373,0.046659,"[-1.764391303062439, -2.6202406883239746, -3.674738883972168, 2.128593683242798, -0.418606162071228, -1.540500283241272, -3.6251091957092285, 4.086940288543701, 2.210679769515991, -0.4070151448249817, -1.1693001985549927, 2.2037134170532227, -2.1113412380218506, 0.022400468587875366, 1.4252914190292358, 0.6552926898002625, 4.750276565551758, -0.6553152203559875, 0.588144063949585, -1.2210075855255127, -0.6883842349052429, -1.5628377199172974, 1.2021743059158325, -1.4382517337799072, -2.7997448444366455, -0.2531157433986664, -0.229582279920578, 1.0761409997940063, 1.2941175699234009, -0.1132681593298912, 0.16212579607963562, -0.23654930293560028, -5.697037696838379, -0.9198792576789856, 0.3371477723121643, -0.14028668403625488, 0.114916130900383, 0.2165602445602417, -0.2754710018634796, 0.05806969851255417, 0.2476532757282257, 0.07365722954273224, 0.4066590666770935, 0.1739864945411682, -0.516864538192749, -0.22170206904411316, 0.7601321339607239, -0.44618645310401917, -0.20011645555496216, 0.1663082242012024, -0.08434079587459564, -1.4673415422439575, 0.08002109080553055, 0.4834093749523163, -0.05319662764668465, 0.42224234342575073]",0,0,1
6457552,Cc1cccc(OCc2nnn[nH]2)c1C,23.33333333,1.166666667,1.186440678,0.062637706,"[-2.5713329315185547, -2.698099136352539, -1.053514003753662, 1.8779646158218384, 0.1893906593322754, -0.1649562418460846, 0.16716185212135315, -0.24051687121391296, 1.05841064453125, -0.19689445197582245, -0.9263555407524109, -0.5620854496955872, -1.1235142946243286, 1.1419248580932617, -3.769669771194458, -1.0921574831008911, 0.1035439670085907, 0.3947061002254486, 3.607410192489624, -0.8754470944404602, 0.6623732447624207, -0.8548969626426697, 1.5402281284332275, -1.216489315032959, -2.8092570304870605, -1.2943401336669922, 1.7146662473678589, -0.1789875030517578, 0.061285968869924545, -0.2843279540538788, -0.05467870831489563, 0.5372665524482727, 0.24805563688278198, -1.0933985710144043, -0.23946504294872284, -0.5405213832855225, -0.5986793637275696, 0.09642975777387619, 0.005992501974105835, -0.5621935129165649, 0.29333066940307617, 0.30748793482780457, -0.24880649149417877, 0.1298801749944687, 0.36483100056648254, 0.2891342341899872, 0.1460493952035904, -0.056511446833610535, -0.8714503645896912, -0.20920270681381226, -0.3977023959159851, -0.13768331706523895, -0.5870071649551392, 0.3717930316925049, -0.027006421238183975, 0.28011393547058105]",0,0,1
17389654,Cc1ccc2[nH]c3C(NCCc3c2c1)C(O)=O,25.83333333,1.166666667,1.313559322,0.063362266,"[-1.381838321685791, -0.3538118302822113, -1.7081314325332642, 3.3641812801361084, 2.5161914825439453, -1.3552324771881104, 0.3439895212650299, 4.529895782470703, 0.6953492760658264, -0.6289497017860413, -3.1123039722442627, -0.9319029450416565, 0.43032288551330566, -0.6758670806884766, -0.593109667301178, -3.050368070602417, -1.8590693473815918, -3.2950525283813477, 2.912184000015259, 1.635809302330017, -0.6619858145713806, -2.701127529144287, -0.9223234057426453, -0.377062052488327, -0.8465988636016846, 0.6744850873947144, 2.4012789726257324, -2.120450735092163, 0.12323547899723053, -0.981421709060669, 0.8409090638160706, -0.059695303440093994, -0.6305307149887085, 0.05426188185811043, 0.04888014495372772, 0.007072776556015015, -0.40219682455062866, 0.017572306096553802, 0.43632972240448, -0.6442287564277649, 0.06421765685081482, 0.20274455845355988, -0.15494094789028168, 0.14312689006328583, -0.3893446624279022, -0.9400339126586914, 0.10311828553676605, 0.08027929812669754, -0.30953240394592285, 0.6807668209075928, -0.13687004148960114, 0.06777181476354599, 0.08547612279653549, -0.1586136817932129, 0.41706976294517517, 0.17435277998447418]",0,0,1
3793733,CN1C(=O)N(C)C(=O)C(=Cc2coc3ccccc3c2=O)C1=O,22.66666667,0.833333333,1.152542373,0.046659,"[-1.5756789445877075, -3.9822919368743896, -4.092032432556152, -0.6536042094230652, -0.34922483563423157, -0.8452097177505493, -5.008942127227783, 5.187521934509277, 2.389375925064087, 0.22061242163181305, 2.349792957305908, 4.045472621917725, -1.9946420192718506, -2.5938901901245117, 2.687741756439209, -0.810148298740387, -0.16244365274906158, 1.88125741481781, 0.321571409702301, 0.5044704675674438, 1.1462962627410889, -1.7264491319656372, 1.4996309280395508, -1.1209410429000854, 0.7066320180892944, 2.190354585647583, 2.6416373252868652, -0.3047384023666382, 0.33250004053115845, -0.8792893290519714, 0.14686299860477448, -0.0754481628537178, 0.4628910720348358, -0.7909700274467468, 0.4124082326889038, 0.5092121958732605, -0.24176616966724396, -0.028375878930091858, 0.4239688813686371, -0.4209614098072052, 0.8900012373924255, 0.3130606412887573, 0.048089370131492615, 0.6892270445823669, -0.33911052346229553, -0.5248053669929504, 0.39816415309906006, -0.25955426692962646, 0.20049896836280823, -0.6608328223228455, -0.0928075909614563, -0.4649813175201416, -0.07666156440973282, -0.04394455999135971, 0.012028485536575317, -0.37429970502853394]",0,0,1
704612,COc1ccc2c3ccc(OCC(O)=O)c(C)c3oc(=O)c2c1,33.75,0.583333333,1.716101695,0.041542733,"[-1.321395754814148, -1.5219693183898926, -1.1891493797302246, 1.6316331624984741, 1.5938210487365723, 0.2843438684940338, -4.722509860992432, -0.04028720408678055, 0.3052283227443695, 0.954988956451416, -1.0879530906677246, 1.220474123954773, 2.9137604236602783, -2.0948047637939453, -3.2923743724823, -0.2692381739616394, 1.6034796237945557, -2.170811176300049, 1.37659752368927, 1.0216652154922485, -0.7107753157615662, 0.7709551453590393, 0.43448206782341003, 2.5534965991973877, -1.9069452285766602, -1.7571223974227905, 2.5797619819641113, 0.9339193105697632, 0.21429096162319183, -0.6129472255706787, 0.3261513113975525, 0.6876029968261719, 0.08572535216808319, -0.42366328835487366, 0.12103722989559174, -0.15162846446037292, -0.12480223178863525, -0.43329572677612305, -0.08769339323043823, -0.9029015898704529, 0.74294114112854, 0.2905258536338806, -0.2702109217643738, 0.28522345423698425, 0.33179834485054016, -0.03084968775510788, 0.1476876139640808, 0.37084534764289856, -0.6004042029380798, 0.2417987585067749, -0.06701897829771042, -0.15207713842391968, -0.32261765003204346, 0.4342653751373291, -0.3025909960269928, -0.320563405752182]",0,0,1
1718047,OC1=NN(C(=O)\C1=C\c1ccc2OCOc2c1)c1ccccc1,24.16666667,0.333333333,1.228813559,0.026852415,"[-0.6210049986839294, -3.728914737701416, -1.5305750370025635, 0.5699682831764221, 0.6183315515518188, 0.27715352177619934, -3.0255210399627686, 3.1642608642578125, 3.4781274795532227, -1.4455389976501465, 0.5421320796012878, 1.177493929862976, -4.391027450561523, -3.5396275520324707, 1.5610018968582153, -0.4034174680709839, 2.434835195541382, -0.10864313691854477, -0.9434038996696472, 0.8101050853729248, 2.6109068393707275, -0.41727182269096375, 1.5244431495666504, 0.8405742049217224, -4.031544208526611, 0.2312195897102356, -1.7407318353652954, -0.3169133961200714, 1.0995985269546509, -0.28096699714660645, 0.19741502404212952, -0.07489726692438126, -6.236573696136475, -0.37691041827201843, 0.02060621976852417, 0.2124786376953125, 0.14504890143871307, -0.29911187291145325, -0.23251834511756897, -0.46211615204811096, 0.3208293616771698, -0.041670769453048706, 0.21541456878185272, 0.3731234669685364, -0.5684912800788879, 0.08567145466804504, 0.2447296679019928, 0.11559775471687317, -0.440017431974411, -0.13629628717899323, -0.4706060290336609, -1.3520262241363525, -0.04364238306879997, 0.4543682932853699, -0.08554348349571228, 0.0652608722448349]",0,0,1
2250559,OC1=NN(C(=O)\C1=C/c1ccco1)c1ccccc1,31.16666667,0.166666667,1.584745763,0.028165285,"[-1.0713225603103638, -1.686707854270935, -4.329227447509766, 2.42280912399292, -1.297636866569519, -1.1170598268508911, -3.1202101707458496, 3.415588140487671, 3.1898231506347656, 0.02808724343776703, -1.0038297176361084, 3.261507034301758, -2.251439332962036, -0.3579109311103821, 0.6786960959434509, 0.20332510769367218, 3.998669385910034, -1.2790124416351318, -0.09776772558689117, -1.4850200414657593, -0.2421300709247589, -1.2318450212478638, 1.899643898010254, -0.40265896916389465, -4.5379767417907715, -0.7973182201385498, 0.23163992166519165, 0.8084735870361328, -1.668871521949768, -0.2894790768623352, 0.2848997116088867, 0.020365212112665176, 7.751599311828613, -0.8189821839332581, 0.12783083319664001, 0.1954626441001892, 0.13311615586280823, 0.21022722125053406, -0.15532490611076355, 0.12324049323797226, -0.22419032454490662, 0.07492333650588989, -0.18770882487297058, 0.4704524874687195, 0.5350328683853149, -0.5661375522613525, 0.10712538659572601, 0.018034454435110092, 0.09412592649459839, -0.2500082850456238, -0.35421085357666016, 1.6892352104187012, -0.07483406364917755, 0.20072177052497864, -0.10095131397247314, 0.2130717933177948]",0,0,1
5306162,COc1ccccc1OCc1nnn[nH]1,25.25,0.25,1.283898305,0.025201827,"[-0.3740840554237366, -0.873486340045929, -1.1135892868041992, 2.038198232650757, -1.148607611656189, -0.8114825487136841, -0.9318501949310303, 0.19919785857200623, 1.2747496366500854, -3.0606629848480225, -0.6144980788230896, 0.6586734652519226, 0.21802613139152527, 1.9726965427398682, -4.029971599578857, -1.663828730583191, 1.551233172416687, 1.5667405128479004, 2.718376398086548, -0.2567029595375061, 1.5510928630828857, -2.040600538253784, -1.6163280010223389, -0.2870168387889862, -3.6513099670410156, -1.030997395515442, 2.6556766033172607, -0.644030749797821, 0.12244488298892975, -0.5495439171791077, -0.8236411809921265, -0.14814674854278564, 0.3602052330970764, -0.669098973274231, -0.17778466641902924, 0.3587074279785156, -0.150825634598732, -0.6433696746826172, -0.19302399456501007, 0.11515148729085922, 0.18190565705299377, 0.2928406000137329, -0.41634923219680786, -0.26607996225357056, -0.2715601921081543, -0.43668457865715027, 0.532433807849884, -0.3352573812007904, 0.16052518784999847, 0.14851272106170654, 0.13195101916790009, -0.13285714387893677, 0.05573173612356186, 0.5965152382850647, 0.45618191361427307, 0.4317423105239868]",0,0,1
